fold,r2,rmse
1,0.7276204810727162,1.403497665606776
2,0.5469286521784626,1.74355230610571
3,0.3861604579500196,2.1829403476710065
4,0.677935565516755,1.518579258630596
5,0.5409652518200461,1.986476912389803
6,0.3804308359066096,1.931056466683212
7,0.3516459642901257,2.045158156665759
8,0.5428518608701711,1.862065323996357
9,0.3988167745134874,2.105692026770502
10,0.6007344662561099,1.64837354558099
