Full-Mol Wiener Index,Individual Conju-Atom Number (Max-Conju),Conju-Part-Wt (Max-Conju),Conju-AtomicWt (Max-Conju),Max Conju-Distance (Max-Conju),Conju-Branch Index (Max-Conju),Conju-Strut Wiener Index (Max-Conju),Conju-Strut-VSA (Max-Conju),Fun_PEOE-Charge_Sum,Fun_LogP_Sum,Fun_MR_Sum,Fun_PEOE-Charge_Mean,Fun_LogP_Mean,Fun_MR_Mean,Fun_PEOE-Charge_Std,Fun_LogP_Std,Fun_MR_Std,Fun_PEOE-Charge_Max,Fun_LogP_Max,Fun_MR_Max,Fun_PEOE-Charge_Min,Fun_LogP_Min,Fun_MR_Min,Fun_PEOE-Charge_Delta,Fun_LogP_Delta,Fun_MR_Delta,Mid-Fun_PEOE-Charge_Sum,Mid-Fun_LogP_Sum,Mid-Fun_MR_Sum,Mid-Fun_PEOE-Charge_Mean,Mid-Fun_LogP_Mean,Mid-Fun_MR_Mean,Mid-Fun_PEOE-Charge_Std,Mid-Fun_LogP_Std,Mid-Fun_MR_Std,Mid-Fun_PEOE-Charge_Max,Mid-Fun_LogP_Max,Mid-Fun_MR_Max,Mid-Fun_PEOE-Charge_Min,Mid-Fun_LogP_Min,Mid-Fun_MR_Min,Mid-Fun_PEOE-Charge_Delta,Mid-Fun_LogP_Delta,Mid-Fun_MR_Delta,Conju_PEOE-Charge_Sum,Conju_LogP_Sum,Conju_MR_Sum,Conju_PEOE-Charge_Mean,Conju_LogP_Mean,Conju_MR_Mean,Conju_PEOE-Charge_Std,Conju_LogP_Std,Conju_MR_Std,Conju_PEOE-Charge_Max,Conju_LogP_Max,Conju_MR_Max,Conju_PEOE-Charge_Min,Conju_LogP_Min,Conju_MR_Min,Conju_PEOE-Charge_Delta,Conju_LogP_Delta,Conju_MR_Delta
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
1.598484848,10,195.979,7.5979,6,0.333333333,1.333333333,175.0304539,-0.741037261,2.0018,40.6425,-0.185259315,0.50045,10.160625,0.243582179,0.689113581,8.647140043,0.143271115,1.4584,24.317,-0.462406512,-0.2338,1.085,0.605677627,1.6922,23.232,-0.785044688,5.365,109.7455,-0.196261172,1.34125,27.436375,0.174406061,0.99406305,12.61971139,0.092423556,2.304,39.5575,-0.371054305,-0.2338,6.3135,0.463477861,2.5378,33.244,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0,-0.278630749,2.0702,39.5575,-0.278630749,2.0702,39.5575,0,0,0
