fold,r2,rmse
1,0.5098123253699796,0.6586754257269811
2,0.3921644406795744,0.7546384308425487
3,0.3116151210419222,0.7684051369098782
4,0.5009589108871516,0.6789102255002214
5,0.4768101807695429,0.7064158003776119
6,0.4846617501543137,0.7718283707396548
7,0.3515038803912428,0.7962332345167853
8,0.4924565011885176,0.6922324294708092
9,0.4874469010307198,0.7137838379268372
10,0.4404003093810947,0.7343849998601866
