fold,r2,rmse
1,0.732220270562432,1.39159647371467
2,0.709916556163678,1.39512510171564
3,0.640431714328381,1.67072560004682
4,0.754552336563377,1.32570083761757
5,0.673366660494161,1.67567965346442
6,0.700208980829646,1.34325784357275
7,0.512347497599428,1.77368305893127
8,0.64722657939436,1.63574033374067
9,0.686798714277455,1.51985862952915
10,0.66414136662838,1.51183008484444
