dataset,model,difference,recall_macro_difference,f1_macro_difference,auc_difference,r2_difference,rmse_difference
DataB,DESC_SVM,fixed_one_hot_minus_original_scalar_codes,-0.004963410648446298,-0.00036359103210337196,0.0036128218484136054,0.008419064158243117,-0.0181373408301011
DataB,ECFP_GB,fixed_one_hot_minus_original_scalar_codes,0.0015341483592240523,0.0017848717972225314,0.0011962905087273823,-0.0016246528863315124,0.002369305876594119
DataB,GCN,fixed_one_hot_minus_original_scalar_codes,-0.007563578147501193,-0.008399229337132108,0.010546108200304438,0.018962510056278914,-0.03801335202202094
DataB,GIN,fixed_one_hot_minus_original_scalar_codes,0.0011677952426182303,0.004546463031568582,0.0032590822277375198,0.04157670918900547,-0.07585231989308094
DataB,GAT,fixed_one_hot_minus_original_scalar_codes,-0.006716635515928049,-0.02215334548374337,0.006091603599187145,0.04505437752749386,-0.09172526778728218
DataB,CHIENN,fixed_one_hot_minus_original_scalar_codes,0.0033865704568436517,0.007832939659151106,0.010021141649048437,0.02015725200749585,-0.03869159769069208
DataB,RXNFP,fixed_one_hot_minus_original_scalar_codes,-0.00634806099416807,-0.007106774449730291,0.010491926341269164,0.00369311748318768,-0.005642987075165085
DataB,MFP_MLP,fixed_one_hot_minus_original_scalar_codes,0.008464855838465679,0.009545314952024708,0.021257723851252464,0.025912191513850602,-0.06036003142180624
DataB,CHIMERA,fixed_one_hot_minus_original_scalar_codes,0.004612862701841358,0.0029346977564258525,0.00982499412731952,0.0033893696320891342,-0.007932441014844027
