fold,r2,rmse
1,0.6079225540824414,1.6838771380751654
2,0.6025314394111267,1.6330635012366543
3,0.4979535715289622,1.974178320706679
4,0.6940511335946846,1.4800981091527523
5,0.5277431929283907,2.014883099353903
6,0.5861231892422748,1.578285704386629
7,0.3018695027548912,2.122213605542602
8,0.5670825472754252,1.8120450125454208
9,0.4863147751996314,1.9464352572498296
10,0.4306065442927874,1.968479792105124
