fold,r2,rmse
1,0.4801615432796323,0.6783041472511129
2,0.4083233187608224,0.7445401059626481
3,0.2981215682116499,0.7758996308940311
4,0.4394377968577087,0.7195419259018097
5,0.4743359904124161,0.7080841707996877
6,0.4572142156467282,0.7921159867944201
7,0.2530977728890967,0.8545126333680866
8,0.4354387165990822,0.7300806741727787
9,0.4484398730245581,0.7404465433176763
10,0.5376107109596058,0.6675579142516423
