fold,r2,rmse
1,0.451119514371699,0.6969941974429394
2,0.378193583932496,0.7632616927464144
3,0.3198916287001585,0.7637718693781642
4,0.4190022210424539,0.7325401505662723
5,0.4542118923797986,0.7215107339891027
6,0.3844907990380731,0.8435130847450585
7,0.3593646449725951,0.7913927390834368
8,0.4110676487995551,0.7456723033673127
9,0.4303904404269668,0.7524643222922615
10,0.4349166749517679,0.7379744240364257
