fold,r2,rmse
1,0.757957942619464,1.32303059788319
2,0.723235016545444,1.36272195339492
3,0.587527369339214,1.78941884092446
4,0.751118410531171,1.3349422102402
5,0.555579268143145,1.95460000662962
6,0.696988390196047,1.35045373470743
7,0.455672228074746,1.87391995435709
8,0.708240655435783,1.48757483132046
9,0.599010158398825,1.71972146058618
10,0.694795071075802,1.44118753315861
