fold,r2,rmse
1,0.6934807954673796,1.4888581249281585
2,0.7077796643950937,1.4002542486021898
3,0.673488849377134,1.592074719197445
4,0.7022337129480993,1.4601714155808714
5,0.6508552659736744,1.7324610879286455
6,0.6167974738175674,1.5186729502730507
7,0.5143101872512444,1.7701101261744396
8,0.639669557409658,1.6531677026488318
9,0.6329111035320525,1.6454210530186653
10,0.6305621515308886,1.5856065030431663
