fold,r2,rmse
1,0.7411396935888698,1.3682239896593524
2,0.7083308562127133,1.3989330315542785
3,0.6100284991656519,1.7399263787467407
4,0.7248702685158726,1.4035724715896272
5,0.6916817576627255,1.6280223080859633
6,0.7243133736567645,1.2881247514519878
7,0.4172208108250231,1.9389776664438607
8,0.7021733087962108,1.5029628391745589
9,0.5498189133750413,1.8221538715975965
10,0.6685802447871642,1.501806297965021
