fold,r2,rmse
1,0.7200071916522071,1.422977092232679
2,0.6758418883860349,1.4747898103891215
3,0.5870239754849629,1.7905104379328811
4,0.7364959265538675,1.3735983049881482
5,0.5833276267167811,1.8925967672892283
6,0.6541215260452372,1.4428189675283556
7,0.4685043906184638,1.8517000145469824
8,0.6978118264444197,1.5139278084658612
9,0.6804825187593008,1.5351073023026094
10,0.6965583832830213,1.4370182939216245
