fold,r2,rmse
1,-0.1201429300127494,1.0436569758431573
2,-0.0244572600622969,0.9232642569755374
3,-0.2498871936166804,1.298285880142161
4,0.2081813143857126,0.8998142145036039
5,0.1488737333193925,0.7996745958635683
6,-0.0159679670920174,0.7151560190838863
7,0.0827583389136292,1.139112282597554
8,-0.0136723385098693,1.0029545048284496
9,-0.3751241093569002,1.0052679254983838
10,-0.0429259785917053,0.8936924712391628
