fold,r2,rmse
1,-0.3416855221935462,2.484436863426465
2,-1.5741945196139793,2.860344026549385
3,0.0531086719122629,2.858358512256144
4,-1.870568089902384,3.904044265110693
5,0.1594137626326379,2.3802690584085684
6,0.4054750855582976,2.217243421217742
7,0.3847015129407379,1.825705539969851
8,0.1571355031898923,2.0031633310954726
9,-1.0056277000646632,2.714469586703156
10,0.5505538536886632,2.124018203746754
