fold,r2,rmse
1,0.6008719775185944,1.698949922687132
2,0.609601885576107,1.6184733198350538
3,0.3756636028360123,2.2015257732450406
4,0.6633102990258465,1.5526765581758604
5,0.5070925859812787,2.0584646824705373
6,0.6185191287026971,1.51525757088733
7,0.430092713538887,1.9174449255938464
8,0.5733886370939816,1.798799041803879
9,0.4552389170005131,2.0044464992491617
10,0.4903445685700385,1.862357505044015
