fold,r2,rmse
1,0.2971459661856009,0.7887199718695695
2,0.2903638002504458,0.8153869331051439
3,0.1243558982626115,0.8666393647943924
4,0.2131240436785371,0.8525057853698174
5,0.2256293978179374,0.8594194751767008
6,0.0282420545864194,1.0598724399758803
7,0.2241046864821576,0.8709398744391386
8,0.2227427030367181,0.8566387395175582
9,0.2473004939181602,0.8649840389906841
10,0.1727820954400412,0.892883973241757
