fold,r2,rmse
1,0.4838750596805878,0.6758770348548984
2,0.362469453785709,0.7728520544563318
3,0.2737576236746417,0.7892514559552885
4,0.5142112445858671,0.6698351385935782
5,0.4745042591930937,0.7079708273126826
6,0.414266469180184,0.8228574249606939
7,0.3297873490658815,0.8094553926687987
8,0.4481754948391426,0.7217982051064464
9,0.4938117633293181,0.7093381246704017
10,0.4362864783091992,0.7370794293035849
