fold,r2,rmse
1,0.744017244212234,1.36059799127814
2,0.689187060510802,1.44411316376715
3,0.452905816761897,2.06084574617673
4,0.706709238417435,1.44915644029752
5,0.553134454689247,1.95996888132846
6,0.507354544720171,1.72193723100305
7,0.309667553117201,2.11032786097371
8,0.583067325023379,1.77827695534652
9,0.393972824740213,2.11415816682859
10,0.664618023456863,1.51075689522802
