fold,r2,rmse
1,0.7207275118826759,1.421145510770843
2,0.714297262496847,1.3845507598279183
3,0.6305745634791322,1.6934712774019332
4,0.6222785598293001,1.6445682368588308
5,0.5629403246123741,1.9383451424005644
6,0.5722488093148956,1.6045220490323346
7,0.2770012150487257,2.159680828604346
8,0.589130863842296,1.7652986697904511
9,0.495459843761503,1.9290313879345715
10,0.5997257206174732,1.6504545424970054
