fold,r2,rmse
1,0.4108546354865667,0.7221069081244039
2,0.3021073805199545,0.808611976455169
3,0.2600506315213733,0.7966647482595305
4,0.3245350010365718,0.7898518181843003
5,0.3736374604958287,0.772936204852586
6,0.2979974056733956,0.9008322128295
7,0.238561650778607,0.8627877752887249
8,0.3548277742944983,0.7804644718922392
9,0.2293243932544629,0.8752519454405344
10,0.2952012542333505,0.8241715637209039
